timestamp,cpu_load,sys_ram,sys_sd,sys_volt,sys_curr,sys_pwr,sys_vbat,mcu_temp,gyro_temp,bat_v0,bat_i0,bat_ich0,bat_t0,bat_soc0,bat_v1,bat_i1,bat_ich1,bat_t1,bat_soc1,esc_i,serv_i1,serv_i2,eular_x,eular_y,eular_z,pressure,humidity,air_temp,servo1_ang,servo2_ang,esc_thr,gnss_lat,gnss_lon,gnss_speed,gnss_alt,gnss_course,gnss_sat
1646585835,0.00,18.829,0.126,2.502,0.1286,1.0305,2.9820,23.8,18.625,8.0393,-0.0724,-0.0001,0.0000,0.0000,7.9760,-0.0556,0.0007,0.0000,0.0000,0.0053,0.0193,0.0159,10.15,2.13,-108.16,102326.86,34.36,21.061,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585836,0.00,18.829,0.126,2.502,0.1199,0.9606,2.9823,23.7,18.625,8.0389,-0.0644,0.0000,0.0000,0.0000,7.9774,-0.0546,0.0009,0.0000,0.0000,0.0033,0.0191,0.0176,10.07,2.01,-108.18,102363.66,34.38,21.311,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585837,0.00,18.829,0.126,2.502,0.1010,0.8120,2.9843,23.5,18.375,8.0410,-0.0590,-0.0001,0.0000,0.0000,7.9793,-0.0418,0.0006,0.0000,0.0000,0.0028,0.0176,0.0153,10.59,2.09,-108.20,102368.18,34.45,21.337,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585838,0.00,18.829,0.126,2.501,0.1269,1.0175,2.9825,23.6,18.500,8.0391,-0.0777,0.0000,0.0000,0.0000,7.9773,-0.0488,0.0004,0.0000,0.0000,0.0014,0.0176,0.0156,9.92,2.11,-108.12,102343.67,34.48,21.176,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585839,0.00,18.829,0.126,2.502,0.1412,1.1317,2.9845,23.7,18.500,8.0388,-0.0830,0.0005,0.0000,0.0000,7.9782,-0.0576,0.0001,0.0000,0.0000,0.0027,0.0197,0.0156,10.56,2.09,-108.15,102373.12,34.54,21.339,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585840,0.00,18.829,0.126,2.502,0.1189,0.9523,2.9838,23.8,18.375,8.0400,-0.0638,-0.0002,0.0000,0.0000,7.9788,-0.0546,0.0006,0.0000,0.0000,0.0009,0.0187,0.0153,10.03,2.03,-108.24,102378.25,34.58,21.342,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585841,0.00,18.829,0.126,2.502,0.0997,0.7987,2.9834,24.0,18.500,8.0377,-0.0564,-0.0002,0.0000,0.0000,7.9765,-0.0420,0.0016,0.0000,0.0000,-0.0003,0.0196,0.0178,10.53,2.08,-108.27,102378.60,34.63,21.339,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585842,0.00,18.829,0.126,2.502,0.0938,0.7516,2.9839,24.0,18.500,8.0405,-0.0533,0.0002,0.0000,0.0000,7.9760,-0.0387,0.0016,0.0000,0.0000,0.0001,0.0197,0.0175,10.19,2.11,-108.19,102375.74,34.69,21.336,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585843,0.00,18.829,0.126,2.502,0.1100,0.8815,2.9825,23.7,18.625,8.0401,-0.0596,-0.0001,0.0000,0.0000,7.9784,-0.0485,0.0020,0.0000,0.0000,0.0009,0.0202,0.0181,10.21,2.20,-107.95,102377.08,34.74,21.333,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585844,0.00,18.829,0.126,2.501,0.1311,1.0502,2.9844,23.5,18.500,8.0374,-0.0784,-0.0004,0.0000,0.0000,7.9772,-0.0522,0.0009,0.0000,0.0000,-0.0015,0.0217,0.0185,10.26,2.11,-107.83,102376.08,34.78,21.325,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585846,0.00,18.829,0.126,2.501,0.1017,0.8150,2.9838,23.8,18.500,8.0414,-0.0613,0.0003,0.0000,0.0000,7.9794,-0.0391,0.0009,0.0000,0.0000,0.0016,0.0204,0.0176,10.39,1.97,-107.73,102375.77,34.82,21.336,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585847,0.00,18.829,0.126,2.501,0.0889,0.7128,2.9838,23.7,18.625,8.0379,-0.0547,-0.0002,0.0000,0.0000,7.9820,-0.0328,0.0016,0.0000,0.0000,-0.0004,0.0189,0.0176,11.64,2.05,-107.58,102376.20,34.87,21.336,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585848,0.00,18.829,0.126,2.501,0.1210,0.9694,2.9825,23.7,18.625,8.0406,-0.0662,-0.0002,0.0000,0.0000,7.9790,-0.0541,0.0008,0.0000,0.0000,0.0023,0.0190,0.0163,10.81,2.02,-107.49,102320.43,34.90,20.993,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585849,0.00,18.829,0.126,2.501,0.1542,1.2360,2.9826,23.6,18.500,8.0397,-0.0945,0.0001,0.0000,0.0000,7.9767,-0.0584,0.0012,0.0000,0.0000,0.0022,0.0199,0.0176,10.40,1.96,-107.35,102366.09,34.93,21.284,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585850,0.00,18.829,0.126,2.502,0.1157,0.9278,2.9822,23.5,18.500,8.0432,-0.0676,-0.0001,0.0000,0.0000,7.9793,-0.0482,0.0001,0.0000,0.0000,0.0035,0.0185,0.0188,10.90,2.00,-107.32,102378.38,35.00,21.328,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585851,0.00,18.829,0.126,2.503,0.0900,0.7215,2.9829,23.6,18.500,8.0415,-0.0564,-0.0002,0.0000,0.0000,7.9784,-0.0331,0.0007,0.0000,0.0000,-0.0005,0.0185,0.0182,10.18,1.80,-107.45,102374.55,35.03,21.330,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585852,0.00,18.829,0.126,2.502,0.0886,0.7097,2.9832,23.7,18.500,8.0406,-0.0507,0.0002,0.0000,0.0000,7.9803,-0.0360,0.0017,0.0000,0.0000,0.0010,0.0188,0.0185,9.37,1.97,-107.68,102373.27,35.08,21.331,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585853,0.00,18.829,0.126,2.502,0.0974,0.7805,2.9821,23.7,18.750,8.0395,-0.0566,-0.0002,0.0000,0.0000,7.9790,-0.0406,0.0004,0.0000,0.0000,0.0005,0.0186,0.0181,8.98,1.65,-107.88,102368.30,35.07,21.297,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585854,0.00,18.829,0.126,2.502,0.0935,0.7492,2.9814,23.5,18.625,8.0409,-0.0554,0.0001,0.0000,0.0000,7.9769,-0.0375,0.0006,0.0000,0.0000,0.0002,0.0194,0.0198,8.85,1.55,-107.91,102373.47,35.15,21.326,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585855,0.00,18.829,0.126,2.502,0.0834,0.6687,2.9820,23.4,18.500,8.0406,-0.0491,-0.0004,0.0000,0.0000,7.9788,-0.0342,0.0005,0.0000,0.0000,-0.0001,0.0190,0.0172,9.06,1.92,-107.98,102375.05,35.19,21.324,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585857,0.00,18.829,0.126,2.501,0.0820,0.6576,2.9822,23.5,18.500,8.0398,-0.0526,0.0002,0.0000,0.0000,7.9768,-0.0287,0.0005,0.0000,0.0000,-0.0028,0.0193,0.0176,10.32,2.04,-108.13,102372.95,35.23,21.314,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585858,0.00,18.829,0.126,2.502,0.1141,0.9141,2.9822,23.5,18.625,8.0396,-0.0632,0.0004,0.0000,0.0000,7.9757,-0.0499,0.0005,0.0000,0.0000,0.0047,0.0201,0.0178,9.81,1.97,-108.13,102265.89,35.25,20.659,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585859,0.00,18.829,0.126,2.503,0.1632,1.3079,2.9828,23.5,18.500,8.0399,-0.0967,-0.0000,0.0000,0.0000,7.9762,-0.0664,0.0001,0.0000,0.0000,-0.0012,0.0188,0.0179,9.97,1.79,-108.17,102354.43,35.29,21.224,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585860,0.00,18.829,0.126,2.503,0.1119,0.8970,2.9829,23.4,18.500,8.0423,-0.0638,-0.0001,0.0000,0.0000,7.9796,-0.0485,-0.0003,0.0000,0.0000,0.0002,0.0181,0.0178,10.34,2.03,-108.21,102371.62,35.26,21.321,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585861,0.00,18.829,0.126,2.502,0.0913,0.7318,2.9831,23.3,18.500,8.0394,-0.0524,-0.0002,0.0000,0.0000,7.9818,-0.0392,-0.0000,0.0000,0.0000,-0.0022,0.0198,0.0167,10.13,1.91,-108.18,102371.78,35.35,21.313,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585862,0.00,18.829,0.126,2.501,0.0919,0.7367,2.9824,23.4,18.625,8.0417,-0.0553,-0.0001,0.0000,0.0000,7.9795,-0.0365,0.0002,0.0000,0.0000,-0.0002,0.0194,0.0170,9.66,1.98,-108.15,102372.44,35.40,21.323,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585863,0.00,18.829,0.126,2.501,0.1033,0.8278,2.9830,23.4,18.500,8.0374,-0.0632,-0.0001,0.0000,0.0000,7.9793,-0.0404,-0.0002,0.0000,0.0000,0.0013,0.0187,0.0191,9.31,1.77,-108.39,102372.68,35.43,21.314,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585864,0.00,18.829,0.126,2.502,0.1244,0.9965,2.9822,23.8,18.500,8.0381,-0.0739,-0.0002,0.0000,0.0000,7.9787,-0.0503,0.0003,0.0000,0.0000,0.0001,0.0200,0.0175,11.33,2.07,-108.01,102380.04,35.40,21.313,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585865,0.00,18.829,0.126,2.502,0.1206,0.9665,2.9838,23.8,18.375,8.0387,-0.0742,-0.0004,0.0000,0.0000,7.9757,-0.0469,-0.0001,0.0000,0.0000,-0.0020,0.0196,0.0173,10.49,2.01,-107.83,102373.43,35.49,21.317,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585866,0.00,18.829,0.126,2.502,0.1023,0.8195,2.9824,23.6,18.500,8.0385,-0.0625,-0.0003,0.0000,0.0000,7.9779,-0.0388,0.0013,0.0000,0.0000,0.0014,0.0189,0.0179,10.61,2.04,-107.85,102378.81,35.50,21.308,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585867,0.00,18.829,0.126,2.503,0.1210,0.9697,2.9821,23.7,18.500,8.0368,-0.0712,0.0006,0.0000,0.0000,7.9799,-0.0495,-0.0002,0.0000,0.0000,0.0028,0.0208,0.0167,8.68,1.82,-107.92,102353.76,35.55,21.171,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585868,0.00,18.829,0.126,2.502,0.1896,1.5181,2.9830,23.7,18.500,8.0375,-0.0996,0.0005,0.0000,0.0000,7.9772,-0.0897,-0.0003,0.0000,0.0000,-0.0009,0.0202,0.0186,8.01,1.54,-108.11,102376.86,35.60,21.287,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585870,0.00,18.829,0.126,2.502,0.1381,1.1063,2.9821,23.7,18.375,8.0386,-0.0756,0.0001,0.0000,0.0000,7.9794,-0.0611,0.0013,0.0000,0.0000,-0.0014,0.0186,0.0170,8.68,1.58,-108.18,102374.16,35.59,21.309,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585871,0.00,18.829,0.126,2.502,0.1075,0.8610,2.9816,23.5,18.500,8.0433,-0.0605,-0.0003,0.0000,0.0000,7.9779,-0.0463,0.0010,0.0000,0.0000,-0.0031,0.0184,0.0159,8.81,1.73,-108.32,102374.30,35.60,21.302,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585872,0.00,18.829,0.126,2.502,0.0973,0.7803,2.9823,23.6,18.500,8.0422,-0.0574,-0.0004,0.0000,0.0000,7.9816,-0.0379,0.0024,0.0000,0.0000,-0.0009,0.0194,0.0183,8.70,1.66,-108.44,102377.81,35.65,21.301,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585873,0.00,18.829,0.126,2.501,0.1044,0.8372,2.9836,23.6,18.500,8.0415,-0.0638,-0.0003,0.0000,0.0000,7.9790,-0.0395,0.0015,0.0000,0.0000,0.0004,0.0185,0.0179,9.06,1.89,-108.45,102353.94,35.64,21.164,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585874,0.00,18.829,0.128,2.501,0.1460,1.1703,2.9832,23.4,18.500,8.0409,-0.0871,-0.0005,0.0000,0.0000,7.9789,-0.0597,-0.0003,0.0000,0.0000,0.0012,0.0185,0.0182,10.88,2.31,-108.17,102355.88,35.69,21.164,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585875,0.00,18.829,0.128,2.502,0.1272,1.0195,2.9827,23.5,18.500,8.0411,-0.0715,0.0004,0.0000,0.0000,7.9775,-0.0557,-0.0003,0.0000,0.0000,-0.0010,0.0190,0.0170,10.34,2.11,-107.94,102375.90,35.67,21.303,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585876,0.00,18.829,0.128,2.501,0.0926,0.7420,2.9822,23.5,18.500,8.0404,-0.0558,-0.0001,0.0000,0.0000,7.9797,-0.0368,0.0000,0.0000,0.0000,-0.0008,0.0210,0.0178,10.32,1.93,-107.77,102380.88,35.71,21.297,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585877,0.00,18.829,0.128,2.502,0.1180,0.9460,2.9831,23.8,18.500,8.0414,-0.0738,0.0001,0.0000,0.0000,7.9791,-0.0432,0.0009,0.0000,0.0000,0.0002,0.0190,0.0165,10.02,2.13,-107.66,102341.91,35.75,21.048,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585878,0.00,18.829,0.128,2.501,0.1542,1.2361,2.9833,23.7,18.500,8.0402,-0.0936,0.0000,0.0000,0.0000,7.9767,-0.0616,-0.0010,0.0000,0.0000,0.0017,0.0186,0.0168,9.44,2.17,-107.61,102366.40,35.77,21.256,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585879,0.00,18.829,0.128,2.501,0.1376,1.1027,2.9828,23.8,18.625,8.0403,-0.0796,-0.0005,0.0000,0.0000,7.9782,-0.0586,-0.0001,0.0000,0.0000,-0.0032,0.0195,0.0186,10.62,2.07,-107.58,102373.82,35.79,21.293,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585881,0.00,18.829,0.128,2.501,0.1002,0.8027,2.9836,23.6,18.625,8.0375,-0.0588,0.0001,0.0000,0.0000,7.9787,-0.0411,0.0001,0.0000,0.0000,0.0036,0.0192,0.0176,10.24,2.21,-107.55,102372.13,35.81,21.292,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585882,0.00,18.829,0.128,2.501,0.0993,0.7959,2.9830,23.6,18.625,8.0391,-0.0627,-0.0004,0.0000,0.0000,7.9806,-0.0358,0.0011,0.0000,0.0000,0.0024,0.0208,0.0184,10.39,2.02,-107.63,102372.09,35.87,21.293,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585883,0.00,18.829,0.128,2.502,0.1035,0.8296,2.9822,23.6,18.500,8.0378,-0.0606,-0.0002,0.0000,0.0000,7.9796,-0.0418,0.0013,0.0000,0.0000,0.0014,0.0195,0.0198,10.24,2.06,-107.67,102368.89,35.90,21.286,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585884,0.00,18.829,0.128,2.502,0.0942,0.7551,2.9828,23.6,18.500,8.0387,-0.0561,-0.0009,0.0000,0.0000,7.9807,-0.0393,-0.0004,0.0000,0.0000,0.0003,0.0196,0.0173,10.21,1.96,-107.77,102368.66,35.89,21.285,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585885,0.00,18.829,0.128,2.503,0.0942,0.7548,2.9831,23.5,18.500,8.0399,-0.0568,-0.0002,0.0000,0.0000,7.9788,-0.0373,0.0004,0.0000,0.0000,0.0001,0.0210,0.0175,10.16,1.89,-107.87,102372.95,35.90,21.289,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585886,0.00,18.829,0.128,2.502,0.1161,0.9300,2.9832,23.6,18.500,8.0397,-0.0674,0.0000,0.0000,0.0000,7.9784,-0.0482,0.0005,0.0000,0.0000,0.0004,0.0208,0.0176,10.38,2.09,-107.77,102366.62,35.95,21.252,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585887,0.00,18.829,0.128,2.502,0.1322,1.0594,2.9820,23.4,18.500,8.0404,-0.0732,-0.0001,0.0000,0.0000,7.9766,-0.0579,0.0012,0.0000,0.0000,0.0004,0.0204,0.0180,10.26,2.22,-107.83,102355.31,35.98,21.183,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585888,0.00,18.829,0.128,2.501,0.1314,1.0529,2.9838,23.3,18.500,8.0408,-0.0707,-0.0000,0.0000,0.0000,7.9767,-0.0606,0.0002,0.0000,0.0000,0.0033,0.0199,0.0182,10.23,2.09,-107.76,102368.27,35.97,21.285,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585889,0.00,18.829,0.128,2.502,0.1001,0.8026,2.9825,23.6,18.500,8.0433,-0.0561,-0.0002,0.0000,0.0000,7.9784,-0.0435,0.0008,0.0000,0.0000,0.0020,0.0194,0.0176,10.28,1.99,-107.76,102375.48,36.02,21.283,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585890,0.00,18.829,0.128,2.502,0.0895,0.7173,2.9821,23.4,18.500,8.0395,-0.0545,-0.0007,0.0000,0.0000,7.9784,-0.0352,0.0004,0.0000,0.0000,0.0056,0.0184,0.0168,9.50,2.01,-107.84,102378.78,36.03,21.287,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585892,0.00,18.829,0.128,2.501,0.0819,0.6567,2.9815,23.7,18.500,8.0421,-0.0480,-0.0001,0.0000,0.0000,7.9789,-0.0330,0.0009,0.0000,0.0000,0.0012,0.0190,0.0174,11.12,2.07,-107.74,102375.29,36.04,21.279,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585893,0.00,18.829,0.128,2.502,0.0966,0.7747,2.9815,23.5,18.500,8.0414,-0.0572,0.0004,0.0000,0.0000,7.9784,-0.0385,0.0006,0.0000,0.0000,-0.0027,0.0203,0.0184,10.58,2.09,-107.83,102314.05,36.08,20.914,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585894,0.00,18.829,0.128,2.502,0.1491,1.1949,2.9822,23.4,18.625,8.0394,-0.0855,0.0002,0.0000,0.0000,7.9756,-0.0627,0.0007,0.0000,0.0000,0.0023,0.0189,0.0172,10.10,2.05,-107.82,102374.77,36.12,21.265,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585895,0.00,18.829,0.128,2.502,0.1102,0.8837,2.9825,23.7,18.500,8.0413,-0.0659,0.0002,0.0000,0.0000,7.9798,-0.0426,0.0016,0.0000,0.0000,0.0046,0.0199,0.0178,15.31,2.44,-107.43,102375.17,36.10,21.287,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585896,0.00,18.829,0.128,2.501,0.0959,0.7687,2.9826,23.6,18.500,8.0395,-0.0550,-0.0001,0.0000,0.0000,7.9804,-0.0393,0.0017,0.0000,0.0000,0.0034,0.0189,0.0169,13.74,2.48,-107.13,102381.03,36.14,21.275,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585897,0.00,18.829,0.128,2.501,0.1041,0.8340,2.9822,23.4,18.500,8.0357,-0.0569,0.0008,0.0000,0.0000,7.9795,-0.0469,-0.0004,0.0000,0.0000,0.0052,0.0179,0.0153,13.28,2.32,-107.00,102380.82,36.19,21.273,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585898,0.00,18.829,0.128,2.502,0.1478,1.1842,2.9828,23.5,18.500,8.0379,-0.0870,0.0017,0.0000,0.0000,7.9778,-0.0598,-0.0007,0.0000,0.0000,0.0010,0.0190,0.0152,10.96,2.23,-107.11,102368.48,36.20,21.185,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585899,0.00,18.829,0.128,2.502,0.1373,1.1000,2.9809,23.6,18.500,8.0411,-0.0781,0.0011,0.0000,0.0000,7.9768,-0.0516,0.0064,0.0000,0.0000,0.0028,0.0183,0.0167,11.49,2.24,-107.11,102384.95,36.22,21.271,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585900,0.00,18.829,0.128,2.502,0.1042,0.8349,2.9823,23.7,18.500,8.0428,-0.0602,-0.0001,0.0000,0.0000,7.9787,-0.0411,0.0030,0.0000,0.0000,-0.0002,0.0194,0.0173,11.82,2.27,-107.12,102387.95,36.20,21.277,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585901,0.00,18.829,0.128,2.502,0.1304,1.0449,2.9825,23.5,18.500,8.0394,-0.0763,-0.0007,0.0000,0.0000,7.9792,-0.0532,0.0016,0.0000,0.0000,0.0006,0.0193,0.0166,11.20,2.10,-107.16,102385.55,36.27,21.253,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585902,0.00,18.829,0.128,2.502,0.1610,1.2899,2.9814,23.6,18.500,8.0381,-0.0887,-0.0000,0.0000,0.0000,7.9774,-0.0709,0.0014,0.0000,0.0000,0.0026,0.0179,0.0162,10.52,1.92,-107.09,102378.98,36.27,21.187,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585903,0.00,18.829,0.128,2.502,0.1556,1.2468,2.9833,23.6,18.500,8.0391,-0.0900,0.0002,0.0000,0.0000,7.9764,-0.0622,0.0032,0.0000,0.0000,0.0034,0.0188,0.0163,9.63,1.48,-107.20,102388.75,36.30,21.269,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585905,0.00,18.829,0.128,2.502,0.1145,0.9171,2.9834,23.5,18.500,8.0382,-0.0661,0.0005,0.0000,0.0000,7.9759,-0.0465,0.0014,0.0000,0.0000,0.0026,0.0182,0.0160,8.06,1.43,-107.36,102386.35,36.32,21.272,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585906,0.00,18.829,0.128,2.501,0.0975,0.7813,2.9817,23.4,18.500,8.0412,-0.0603,-0.0003,0.0000,0.0000,7.9765,-0.0357,0.0018,0.0000,0.0000,0.0010,0.0192,0.0153,8.54,1.43,-107.59,102384.76,36.34,21.267,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585907,0.00,18.829,0.128,2.501,0.1016,0.8142,2.9826,23.5,18.500,8.0434,-0.0615,-0.0001,0.0000,0.0000,7.9751,-0.0400,0.0002,0.0000,0.0000,0.0010,0.0188,0.0164,8.79,1.50,-107.77,102387.00,36.37,21.270,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585908,0.00,18.829,0.128,2.501,0.1235,0.9889,2.9823,23.6,18.500,8.0420,-0.0683,0.0002,0.0000,0.0000,7.9751,-0.0542,0.0008,0.0000,0.0000,-0.0003,0.0183,0.0168,8.11,1.36,-107.91,102391.04,36.39,21.265,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585909,0.00,18.829,0.128,2.502,0.1266,1.0137,2.9828,23.4,18.500,8.0353,-0.0724,0.0008,0.0000,0.0000,7.9739,-0.0522,0.0012,0.0000,0.0000,-0.0005,0.0187,0.0173,8.69,1.64,-107.90,102383.38,36.41,21.272,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585910,0.00,18.829,0.128,2.503,0.1069,0.8562,2.9821,23.4,18.375,8.0369,-0.0644,0.0003,0.0000,0.0000,7.9779,-0.0394,0.0027,0.0000,0.0000,0.0030,0.0180,0.0187,8.36,1.40,-108.02,102375.34,36.42,21.268,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585911,0.00,18.829,0.128,2.502,0.0897,0.7187,2.9830,23.5,18.500,8.0376,-0.0504,0.0005,0.0000,0.0000,7.9771,-0.0375,0.0013,0.0000,0.0000,0.0010,0.0199,0.0182,8.68,1.46,-108.04,102372.23,36.42,21.265,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585912,0.00,18.829,0.128,2.502,0.1054,0.8445,2.9828,23.4,18.500,8.0408,-0.0581,-0.0003,0.0000,0.0000,7.9786,-0.0460,0.0015,0.0000,0.0000,0.0032,0.0194,0.0184,8.24,1.44,-108.09,102376.27,36.46,21.264,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585913,0.00,18.829,0.128,2.501,0.1135,0.9099,2.9815,23.7,18.375,8.0400,-0.0694,-0.0008,0.0000,0.0000,7.9770,-0.0435,0.0015,0.0000,0.0000,0.0014,0.0196,0.0172,9.37,1.84,-108.13,102367.47,36.50,21.213,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585914,0.00,18.829,0.128,2.501,0.0968,0.7759,2.9820,23.6,18.375,8.0395,-0.0594,-0.0007,0.0000,0.0000,7.9779,-0.0370,0.0011,0.0000,0.0000,0.0003,0.0180,0.0161,9.18,1.89,-107.98,102383.71,36.51,21.263,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585915,0.00,18.829,0.128,2.502,0.0782,0.6270,2.9810,23.5,18.500,8.0403,-0.0464,-0.0004,0.0000,0.0000,7.9806,-0.0314,0.0008,0.0000,0.0000,0.0029,0.0180,0.0177,9.54,1.93,-107.96,102374.66,36.56,21.263,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585917,0.00,18.829,0.128,2.502,0.0815,0.6533,2.9821,23.5,18.500,8.0403,-0.0477,-0.0004,0.0000,0.0000,7.9813,-0.0327,0.0015,0.0000,0.0000,0.0008,0.0202,0.0182,9.30,1.77,-108.05,102373.50,36.51,21.215,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585918,0.00,18.829,0.128,2.501,0.1212,0.9710,2.9827,23.3,18.375,8.0385,-0.0636,-0.0005,0.0000,0.0000,7.9802,-0.0579,0.0002,0.0000,0.0000,0.0024,0.0198,0.0168,9.43,1.93,-107.99,102381.84,36.55,21.263,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585919,0.00,18.829,0.128,2.502,0.1216,0.9737,2.9830,23.6,18.500,8.0372,-0.0692,-0.0003,0.0000,0.0000,7.9786,-0.0518,0.0008,0.0000,0.0000,-0.0023,0.0198,0.0167,9.56,1.99,-108.03,102378.76,36.53,21.264,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585920,0.00,18.829,0.128,2.502,0.0926,0.7421,2.9828,23.5,18.500,8.0384,-0.0521,-0.0004,0.0000,0.0000,7.9787,-0.0404,0.0005,0.0000,0.0000,-0.0017,0.0195,0.0167,9.79,1.99,-108.12,102386.08,36.62,21.258,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
1646585921,0.00,18.829,0.128,2.501,0.0806,0.6458,2.9821,23.6,18.375,8.0378,-0.0470,-0.0004,0.0000,0.0000,7.9796,-0.0337,0.0003,0.0000,0.0000,0.0019,0.0199,0.0180,10.21,1.96,-108.14,102387.34,36.58,21.262,0.0,0.0,0,0.000000,0.000000,0.00,nan,0.0,0
